タイトル,住所,dslurl,Webサイト,電話番号,営業時間,rental,longitude,latitude,pref,primary_station,distance_to_primary_station_m,candidate_stations,station_count,ward,primary_area,candidate_areas,article_tags,is_partner,partner_link,partner_priority
alt studio (オルトスタジオ),〒101-0051 東京都千代田区神田神保町１丁目64-３ 神保町ビル 6F,,https://upnow.jp/Altstudio/jimbocho,090-1793-8220,"2024-02-29 木曜日 8時00分～23時00分
2024-03-01 金曜日 8時00分～23時00分
2024-03-02 土曜日 8時00分～23時00分
2024-03-03 日曜日 8時00分～23時00分
2024-03-04 月曜日 8時00分～23時00分
2024-03-05 火曜日 8時00分～23時00分
2024-03-06 水曜日 8時00分～23時00分
",1.0,139.7582,35.6988364,東京,神保町駅,327.0,神保町駅|水道橋駅|御茶ノ水駅|新御茶ノ水駅|九段下駅|小川町駅|竹橋駅|本郷三丁目駅|春日駅|後楽園駅,0.0,千代田区,秋葉原,秋葉原,area:秋葉原|feature:24h|feature:midnight,0,,0
Amiバレエアート,"晴見町1-2-1 スミレビル2階, 府中市 東京都 183-0057",,http://www.ami-ballet.com/,090-9342-9033,,1.0,139.4780509,35.6781802,東京,府中駅,1078.0,府中駅,1.0,府中市,府中,府中,area:府中|station:府中駅,0,,0
Amiバレエダンスアーツ,〒183-0055 東京都府中市府中町２丁目２２-８,,http://www.ami-ballet.com/,090-9342-9033,,1.0,139.4844256,35.6757704,東京,府中駅,1042.0,府中駅,1.0,府中市,府中,府中,area:府中|station:府中駅,0,,0
スタジオキャンパス 高田馬場店,〒169-0075 東京都新宿区高田馬場４丁目２９-１ B1F,,https://st-campus.net/baba/,,"2024-02-29 木曜日 10時00分～23時00分
2024-03-01 金曜日 10時00分～23時00分
2024-03-02 土曜日 10時00分～23時00分
2024-03-03 日曜日 10時00分～23時00分
2024-03-04 月曜日 10時00分～23時00分
2024-03-05 火曜日 10時00分～23時00分
2024-03-06 水曜日 10時00分～23時00分
",1.0,139.6989111,35.7104813,東京,高田馬場駅,483.0,高田馬場駅|新大久保駅,2.0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:高田馬場駅|station:新大久保駅|feature:24h|feature:midnight,0,,0
Another ONE+ （銀座レンタルスペース）,〒104-0061 東京都中央区銀座３丁目１２-１８ 新岩間ビル 3F,,https://aopg.jp/,090-4610-1850,"2024-02-29 木曜日 5時00分～23時00分
2024-03-01 金曜日 5時00分～23時00分
2024-03-02 土曜日 5時00分～23時00分
2024-03-03 日曜日 5時00分～23時00分
2024-03-04 月曜日 5時00分～23時00分
2024-03-05 火曜日 5時00分～23時00分
2024-03-06 水曜日 5時00分～23時00分
",1.0,139.7691116,35.670885,東京,有楽町駅,700.0,有楽町駅|新橋駅|東京駅,3.0,中央区,銀座,銀座|日本橋|八丁堀|月島,area:銀座|station:有楽町駅|station:新橋駅|station:東京駅|feature:24h|feature:midnight,0,,0
スタジオジパング 新宿スタジオPRO,"ニューローレルビル ニューローレルビル地下1階, １丁目-３４-１１ 新宿 新宿区 東京都 160-0022",,https://studiozipang.com/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.710504,35.691309,東京,新宿駅,926.0,新宿駅|西武新宿駅|代々木駅,3.0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:新宿駅|station:西武新宿駅|station:代々木駅|feature:24h|feature:midnight,0,,0
ART GROOVE,〒114-0015 東京都北区中里２丁目５-８ レイハウス駒込 302,,https://art-groove.com/net/,03-5972-4133,"2024-02-29 木曜日 10時30分～19時00分
2024-03-01 金曜日 17時30分～22時00分
2024-03-02 土曜日 12時00分～22時00分
2024-03-03 日曜日 10時30分～16時30分
2024-03-04 月曜日 19時00分～22時00分
2024-03-05 火曜日 12時00分～22時00分
2024-03-06 水曜日 16時00分～22時00分
",1.0,139.749893,35.738012,東京,駒込駅,306.0,駒込駅|田端駅|上中里駅|尾久駅|巣鴨駅|西ケ原駅|千石駅|荒川車庫前駅|梶原駅|本駒込駅,0.0,北区,赤羽,赤羽,area:赤羽|feature:24h|feature:midnight,0,,0
Asia Ballet Agency,〒164-0013 東京都中野区弥生町１丁目４３-１ アーデルホーフ弥生町,,https://www.asiaballet.net/,03-6300-9560,,1.0,139.6776582,35.6886058,東京,中野新橋駅,531.0,中野新橋駅|西新宿五丁目駅（清水橋）|中野富士見町駅|中野坂上駅|初台駅|幡ヶ谷駅|新中野駅|都庁前駅|西新宿駅|参宮橋駅,0.0,中野区,中野,中野,area:中野,0,,0
ソニズレンタルスタジオ東高円寺店,〒166-0003 東京都杉並区高円寺南１丁目６-５ 高円寺サマリヤマンション 松屋の隣,,https://sonysdance.com/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.6586304,35.6980704,東京,中野駅,1075.0,中野駅,1.0,杉並区,高円寺,高円寺,area:高円寺|station:中野駅|feature:24h|feature:midnight,0,,0
ATHLETE Studio,〒101-0044 東京都千代田区鍛冶町１丁目８-１ SRビル 3F,,https://www.athletestudio.org/,03-6413-7889,"2024-02-29 木曜日 8時00分～21時00分
2024-03-01 金曜日 8時00分～21時00分
2024-03-02 土曜日 8時00分～21時00分
2024-03-03 日曜日 8時00分～21時00分
2024-03-04 月曜日 8時00分～21時00分
2024-03-05 火曜日 8時00分～21時00分
2024-03-06 水曜日 8時00分～21時00分
",1.0,139.7723644,35.6907281,東京,秋葉原駅,900.0,秋葉原駅|東京駅,2.0,千代田区,秋葉原,秋葉原,area:秋葉原|station:秋葉原駅|station:東京駅|feature:24h|feature:midnight,0,,0
AXISダンススクール,〒812-0879 福岡県福岡市博多区銀天町３丁目３-１２ シャインズビル,,https://axis-dance-fukuoka.net/,080-2725-6123,"2024-02-29 木曜日 18時30分～21時00分
2024-03-01 金曜日 定休日
2024-03-02 土曜日 13時00分～21時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 17時00分～21時00分
2024-03-05 火曜日 17時00分～21時00分
2024-03-06 水曜日 17時00分～21時00分
",1.0,130.463493,33.546017,東京,雑餉隈駅,157.0,雑餉隈駅|桜並木駅|南福岡駅|春日駅|春日原駅|笹原駅|井尻駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
Aya Ballet School,〒152-0035 東京都目黒区洗足２丁目６-１５ 洗足21 B１F,,https://www.aya-ballet-school.net/,080-3055-8737,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～22時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1.0,139.6941188,35.6110787,東京,洗足駅,78.0,洗足駅|北千束駅|西小山駅|大岡山駅|旗の台駅|長原駅|洗足池駅|武蔵小山駅|緑が丘駅|荏原町駅,0.0,目黒区,中目黒,中目黒,area:中目黒|feature:24h|feature:midnight,0,,0
b-line dance studio,〒164-0012 東京都中野区本町３丁目３２-１５ クラウンズコートなかの 1階,,http://www.sbline.jp/,03-3373-8603,"2024-02-29 木曜日 12時00分～18時00分
2024-03-01 金曜日 12時00分～18時00分
2024-03-02 土曜日 12時00分～18時00分
2024-03-03 日曜日 12時00分～18時00分
2024-03-04 月曜日 定休日
2024-03-05 火曜日 定休日
2024-03-06 水曜日 定休日
",1.0,139.6745928,35.6975026,東京,新中野駅,511.0,新中野駅|中野新橋駅|中野坂上駅|中野富士見町駅|中野駅|西新宿五丁目駅（清水橋）|東中野駅|東高円寺駅|西新宿駅|落合駅,0.0,中野区,中野,中野,area:中野|feature:24h|feature:midnight,0,,0
原宿ダンススタジオ SHIN RENTAL STUDIO,〒151-0051 東京都渋谷区千駄ケ谷３丁目６０-４ 地下1階,,https://harajuku-rentalstudio.com/,,"2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～22時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1.0,139.7053725,35.6738793,東京,原宿駅,479.0,原宿駅|代々木駅|表参道駅,3.0,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:原宿駅|station:代々木駅|station:表参道駅|feature:24h|feature:midnight,0,,0
Ballet & Dance DUE,〒136-0071 東京都江東区亀戸７丁目４３-５ 小林ビル,,https://ballet-dance-uno.com/,090-5584-7922,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 定休日
2024-03-02 土曜日 定休日
2024-03-03 日曜日 9時45分～11時45分
2024-03-04 月曜日 定休日
2024-03-05 火曜日 定休日
2024-03-06 水曜日 定休日
",1.0,139.8344533,35.6966775,東京,亀戸水神駅,405.0,亀戸水神駅|亀戸駅|大島駅|西大島駅|東あずま駅|平井駅|東大島駅|小村井駅|錦糸町駅|住吉駅,0.0,江東区,豊洲,豊洲,area:豊洲|feature:24h|feature:midnight,0,,0
Ballet & Dance TRE,〒130-0004 東京都墨田区本所３丁目７-９,,https://ballet-dance-uno.com/,090-6514-7233,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.8046437,35.70285,東京,押上駅,971.0,押上駅|錦糸町駅|蔵前駅,3.0,墨田区,錦糸町,錦糸町,area:錦糸町|station:押上駅|station:錦糸町駅|station:蔵前駅|feature:24h|feature:midnight,0,,0
Ballet & Dance UNO,〒130-0012 東京都墨田区太平３丁目１９-５ 鈴木ビル 1階,,https://ballet-dance-uno.com/,090-5584-7922,"2024-02-29 木曜日 9時00分～23時00分
2024-03-01 金曜日 9時00分～23時00分
2024-03-02 土曜日 9時00分～23時00分
2024-03-03 日曜日 9時00分～23時00分
2024-03-04 月曜日 9時00分～23時00分
2024-03-05 火曜日 9時00分～23時00分
2024-03-06 水曜日 9時00分～23時00分
",1.0,139.813524,35.7026519,東京,錦糸町駅,664.0,錦糸町駅|押上駅,2.0,墨田区,錦糸町,錦糸町,area:錦糸町|station:錦糸町駅|station:押上駅|feature:24h|feature:midnight,0,,0
"マイレッスン 新宿A,Bスタジオ",〒160-0022 東京都新宿区新宿１丁目１３-１２,,http://www.my-lesson.jp/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.711741,35.688976,東京,新宿駅,1059.0,新宿駅|代々木駅,2.0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:新宿駅|station:代々木駅|feature:24h|feature:midnight,0,,0
ラシーヌスタジオ,〒160-0005 東京都新宿区愛住町１６-１ ＡＮＮＥＸ倉石 2F,,https://racinestudio.com/,,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1.0,139.7198008,35.6898807,東京,なし,,,0.0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|feature:24h|feature:midnight,0,,0
Ballet Studio M'z,〒107-0052 東京都港区赤坂７丁目９-７ 小林ビル 5F,,https://balletstudio-mz.com/,03-3583-2038,"2024-02-29 木曜日 11時00分～12時30分
2024-03-01 金曜日 11時00分～13時10分
2024-03-02 土曜日 定休日
2024-03-03 日曜日 11時00分～12時30分
2024-03-04 月曜日 15時30分～16時30分
2024-03-05 火曜日 11時00分～12時30分
2024-03-06 水曜日 11時00分～13時10分
",1.0,139.7328767,35.6696337,東京,赤坂駅,561.0,赤坂駅|六本木駅|青山一丁目駅,3.0,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:赤坂駅|station:六本木駅|station:青山一丁目駅|feature:24h|feature:midnight,0,,0
渋谷店 レンタルダンススタジオ ＲＯＯＴＳ,〒150-0011 東京都渋谷区東１丁目２４-８ トキワマツ72ビル A号,,,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.7080705,35.6548359,東京,渋谷駅,681.0,渋谷駅|恵比寿駅,2.0,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:渋谷駅|station:恵比寿駅|feature:24h|feature:midnight,0,,0
Be Rise Dance Studio,〒174-0056 東京都板橋区志村１丁目３２-３０ 山和建物 1階,,,03-5918-9035,,1.0,139.6915163,35.775679,東京,志村坂上駅,349.0,志村坂上駅|志村三丁目駅|本蓮沼駅|蓮根駅|浮間舟渡駅|北赤羽駅|ときわ台駅|上板橋駅,0.0,板橋区,成増,成増,area:成増,0,,0
Beat Box Dance Studio,〒151-0053 東京都渋谷区代々木１丁目４２-２,,http://www.beatbox-jp.com/,03-5388-6774,"2024-02-29 木曜日 17時00分～23時00分
2024-03-01 金曜日 17時00分～23時00分
2024-03-02 土曜日 13時00分～23時00分
2024-03-03 日曜日 13時00分～21時30分
2024-03-04 月曜日 17時00分～23時00分
2024-03-05 火曜日 17時00分～23時00分
2024-03-06 水曜日 17時00分～23時00分
",1.0,139.6994957,35.6827709,東京,代々木駅,232.0,代々木駅|新宿駅,2.0,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:代々木駅|station:新宿駅|feature:24h|feature:midnight,0,,0
中野 レンタルスタジオ オドリバ,〒164-0001 東京都中野区中野５丁目３２-６ 中野城西ビル B-7号室,,https://nakano-odoriba.com/,,"2024-02-29 木曜日 7時00分～22時00分
2024-03-01 金曜日 7時00分～22時00分
2024-03-02 土曜日 7時00分～22時00分
2024-03-03 日曜日 7時00分～22時00分
2024-03-04 月曜日 7時00分～22時00分
2024-03-05 火曜日 7時00分～22時00分
2024-03-06 水曜日 7時00分～22時00分
",1.0,139.6675152,35.7063226,東京,中野駅,163.0,中野駅,1.0,中野区,中野,中野,area:中野|station:中野駅|feature:24h|feature:midnight,0,,0
ナ・ホク・オ・カヘアラニ フラ＆タヒチアン,〒107-0061 東京都港区北青山３丁目５-９ KAZU表参道 202号室,,https://nahokuokahealanijp.com/,,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～21時00分
2024-03-03 日曜日 10時00分～13時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1.0,139.7135364,35.667179,東京,表参道駅,242.0,表参道駅|外苑前駅|原宿駅,3.0,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:表参道駅|station:外苑前駅|station:原宿駅|feature:24h|feature:midnight,0,,0
BillionDance,〒542-0084 大阪府大阪市中央区宗右衛門町１-２７ ゴールドウッズミッテラビルB1F,,https://sites.google.com/view/billiondance/,080-6313-7665,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,135.5055597,34.6701884,東京,近鉄日本橋駅,360.0,近鉄日本橋駅|日本橋駅|長堀橋駅|大阪難波駅|心斎橋駅|なんば駅|四ツ橋駅|谷町九丁目駅|ＪＲ難波駅|谷町六丁目駅,0.0,中央区,銀座,銀座|日本橋|八丁堀|月島,area:銀座|feature:24h|feature:midnight,0,,0
石原ダンスクラブ コモレ四谷店,〒160-0004 東京都新宿区四谷１丁目６-1 213,,http://ishiharadance.jp/,,,1.0,139.7295479,35.68784,東京,四ツ谷駅,197.0,四ツ谷駅|市ケ谷駅|麹町駅|曙橋駅|四谷三丁目駅|半蔵門駅|信濃町駅|牛込柳町駅|赤坂見附駅|永田町駅,0.0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿,0,,0
BLM Dance School,〒196-0033 東京都昭島市１６ 東町1-16-11 4F,,http://www.blm-music.com/,042-521-3365,"2024-02-29 木曜日 10時00分～21時00分
2024-03-01 金曜日 10時00分～21時00分
2024-03-02 土曜日 11時00分～21時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 10時00分～21時00分
2024-03-05 火曜日 10時00分～21時00分
2024-03-06 水曜日 10時00分～21時00分
",1.0,139.3909662,35.7041535,東京,西立川駅,255.0,西立川駅|東中神駅|中神駅,0.0,東京都,東京,東京,area:東京|feature:24h|feature:midnight,0,,0
BLOOMIN'新丸子店,〒211-0004 神奈川県川崎市中原区新丸子東１丁目７９４,,http://studio-bloomin.com/,044-948-5263,"LGBTQ フレンドリー2024-02-29 木曜日 9時30分～22時00分
2024-03-01 金曜日 9時30分～22時00分
2024-03-02 土曜日 9時30分～17時00分
2024-03-03 日曜日 9時30分～17時00分
2024-03-04 月曜日 9時30分～22時00分
2024-03-05 火曜日 9時30分～22時00分
2024-03-06 水曜日 20時00分～22時00分
",1.0,139.6643907,35.5803766,東京,新丸子駅,224.0,新丸子駅|武蔵小杉駅|沼部駅|向河原駅|多摩川駅|鵜の木駅|御嶽山駅|田園調布駅|久が原駅|雪が谷大塚駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
SHOJIN Show-Base Tokyo,〒169-0075 東京都新宿区高田馬場４丁目１１-10VORT Briller4F SHOJIN Show-Base Tokyo,,https://shojin-enter-labo.work/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.7022211,35.713354,東京,高田馬場駅,184.0,高田馬場駅,1.0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|station:高田馬場駅|feature:24h|feature:midnight,0,,0
BOX Performers Academy 池袋校,〒170-0013 東京都豊島区東池袋１丁目２２-５ サンケエビル 6F,,http://www.boxacademy.jp/,03-5957-5858,"2024-02-29 木曜日 10時00分～21時30分
2024-03-01 金曜日 13時00分～21時30分
2024-03-02 土曜日 11時30分～21時30分
2024-03-03 日曜日 10時00分～21時30分
2024-03-04 月曜日 11時30分～21時30分
2024-03-05 火曜日 10時00分～21時30分
2024-03-06 水曜日 13時00分～21時30分
",1.0,139.7154534,35.7295971,東京,池袋駅,464.0,池袋駅,1.0,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|station:池袋駅|feature:24h|feature:midnight,0,,0
